Time (s),Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5
0.0,0.0,0.0,0.0,0.0,0.0
0.03333333333333333,0.001477077603340149,0.000530540943145752,-0.00042526423931121826,-0.002299979329109192,0.001154288649559021
0.06666666666666667,-0.0007571429014205933,-0.00011333823204040527,-0.0029886066913604736,-0.0009780973196029663,0.009675070643424988
0.1,-0.005126237869262695,-0.0023738741874694824,-0.0074027180671691895,0.010256648063659668,-0.16378943622112274
0.13333333333333333,-0.009071245789527893,-0.00210629403591156,-0.011017143726348877,0.00659535825252533,-0.14990632236003876
0.16666666666666666,-0.0098361074924469,-0.0004887431859970093,-0.011773109436035156,0.0016648918390274048,-0.14820031821727753
0.2,-0.013570621609687805,0.0040493011474609375,-0.013327166438102722,0.002644449472427368,-0.16113664209842682
0.23333333333333334,-0.020739078521728516,0.0012753307819366455,-0.01710490882396698,0.0020993947982788086,-0.163728728890419
0.26666666666666666,-0.018612191081047058,0.0035444647073745728,-0.017652884125709534,-0.0006894469261169434,-0.15986914932727814
0.3,-0.017581596970558167,-0.0006571263074874878,-0.020415380597114563,0.0013292878866195679,-0.15896986424922943
0.3333333333333333,-0.02116677165031433,-0.0020123571157455444,-0.02109302580356598,0.014132887125015259,-0.15803395211696625
0.36666666666666664,-0.02469901740550995,-0.0034936517477035522,-0.02292618155479431,0.021609723567962646,-0.15745095908641815
0.4,-0.03101903200149536,-0.0038882791996002197,-0.02342034876346588,0.014089316129684448,-0.15793390572071075
0.43333333333333335,-0.049951255321502686,0.007513552904129028,-0.02610035240650177,-0.00307328999042511,-0.02911137044429779
0.4666666666666667,-0.24761328101158142,0.020275816321372986,-0.026618272066116333,-0.007415711879730225,0.009484171867370605
0.5,-0.2665846347808838,0.02713671326637268,-0.033948078751564026,-0.004770711064338684,0.009822919964790344
0.5333333333333333,-0.2820833921432495,-0.027793467044830322,-0.07496029138565063,-0.008000046014785767,0.011843770742416382
0.5666666666666667,-0.2812967002391815,-0.24619726836681366,-0.28933440148830414,-0.016239136457443237,0.013228490948677063
0.6,-0.2805497646331787,-0.24844153225421906,-0.288542702794075,-0.23045217990875244,0.01801435649394989
0.6333333333333333,-0.27977851033210754,-0.24793361127376556,-0.28775058686733246,-0.22998768091201782,-0.0798603743314743
0.6666666666666666,-0.27891942858695984,-0.26278580725193024,-0.28686071932315826,-0.22849881649017334,-0.07626919448375702
0.7,-0.2780657708644867,-0.26191844046115875,-0.2859732657670975,-0.22755134105682373,-0.07359479367733002
0.7333333333333333,-0.2772369980812073,-0.2610801011323929,-0.28513096272945404,-0.2142847180366516,-0.07261364161968231
0.7666666666666667,-0.2766471207141876,-0.2604767233133316,-0.2845257967710495,-0.21055787801742554,-0.0779910534620285
0.8,-0.2758127748966217,-0.2596360594034195,-0.2836683541536331,-0.21005401015281677,-0.08231611549854279
0.8333333333333334,-0.2749963700771332,-0.25881995260715485,-0.28283919394016266,-0.20949533581733704,-0.08701147139072418
0.8666666666666667,-0.2744739353656769,-0.2582927495241165,-0.2823036462068558,-0.2096400260925293,-0.08540783822536469
0.9,-0.273830384016037,-0.24469341337680817,-0.28164733946323395,-0.2148934006690979,-0.07489357888698578
0.9333333333333333,-0.273455411195755,-0.24225758016109467,-0.28125597536563873,-0.22295799851417542,0.014105051755905151
0.9666666666666667,-0.2728463113307953,-0.2407652586698532,-0.2806175500154495,-0.23804324865341187,0.010320797562599182
1.0,-0.27244046330451965,-0.24025411903858185,-0.2801874727010727,-0.010793477296829224,0.011335477232933044
1.0333333333333334,-0.2723090350627899,-0.22280023992061615,-0.03323659300804138,-0.00808688998222351,0.009946003556251526
1.0666666666666667,-0.2716391384601593,-0.051227420568466187,-0.017756834626197815,-0.004523664712905884,0.020548328757286072
1.1,-0.2708373963832855,0.015519097447395325,-0.01729138195514679,-0.003196239471435547,-0.1559249311685562
1.1333333333333333,-0.2688249945640564,0.02622675895690918,-0.01820811629295349,-0.0002408921718597412,-0.15613044798374176
1.1666666666666667,-0.268404096364975,0.03276747465133667,-0.01294223964214325,0.006434336304664612,-0.15564276278018951
1.2,-0.03755071759223938,0.03155849874019623,-0.012154936790466309,-0.24954502284526825,-0.1553720086812973
1.2333333333333334,-0.04041953384876251,0.024393871426582336,-0.01437617838382721,-0.2491988092660904,-0.15610648691654205
1.2666666666666666,-0.02190062403678894,0.01638270914554596,-0.01257142424583435,-0.24815408885478973,-0.15493156015872955
1.3,-0.0028957128524780273,0.007605597376823425,-0.27447858452796936,-0.24879701435565948,-0.15591485798358917
1.3333333333333333,0.00016601383686065674,-0.013165518641471863,-0.27422845363616943,-0.2482224553823471,-0.15172366797924042
1.3666666666666667,-0.001982390880584717,-0.025821879506111145,-0.27334967255592346,-0.24737583100795746,-0.1423342078924179
1.4,0.001341491937637329,-0.028660640120506287,-0.2773659825325012,-0.25141994655132294,-0.134770467877388
1.4333333333333333,0.006351590156555176,-0.011161580681800842,-0.27322694659233093,-0.2471521943807602,-0.13496898114681244
1.4666666666666666,0.0016797930002212524,-0.0037457644939422607,-0.2731459438800812,-0.2470720261335373,-0.13677643239498138
1.5,-0.011811167001724243,0.004312500357627869,-0.2729916274547577,-0.24672497808933258,-0.12922190129756927
1.5333333333333334,-0.060400933027267456,0.006706550717353821,-0.27267420291900635,-0.24581585824489594,-0.11975108087062836
1.5666666666666667,-0.10798001289367676,0.00907108187675476,-0.27472323179244995,-0.2450544685125351,-0.10251621901988983
1.6,-0.26360660791397095,0.007403910160064697,-0.02571287751197815,-0.24479322135448456,-0.08647049963474274
1.6333333333333333,-0.2619107663631439,-0.009388357400894165,-0.030339673161506653,-0.243045374751091,-0.06942610442638397
1.6666666666666667,-0.26166003942489624,-0.004174262285232544,-0.027167290449142456,-0.24252627789974213,-0.08478127419948578
1.7,-0.2705399990081787,-0.0663958340883255,-0.029185578227043152,-0.22570694983005524,-0.0996301919221878
1.7333333333333334,-0.27565789222717285,-0.2277359813451767,-0.028769344091415405,-0.21076224744319916,-0.09897814691066742
1.7666666666666666,-0.2752828598022461,-0.2273770421743393,-0.03017595410346985,-0.16643477976322174,-0.09520454704761505
1.8,-0.2749727666378021,-0.22702021896839142,-0.03166678547859192,0.004990860819816589,-0.08510671555995941
1.8333333333333333,-0.2748434543609619,-0.2268744856119156,-0.02903364598751068,0.0009867995977401733,-0.08261798322200775
1.8666666666666667,-0.27470654249191284,-0.22674091160297394,-0.027115777134895325,-0.0002755969762802124,-0.08239595592021942
1.9,-0.2745108902454376,-0.2265460342168808,-0.026264846324920654,0.0016943961381912231,-0.08220292627811432
1.9333333333333333,-0.27430254220962524,-0.22634060680866241,-0.022274315357208252,0.0028624236583709717,-0.06860943138599396
1.9666666666666666,-0.2744416892528534,-0.22648797929286957,-0.022774487733840942,0.0035523921251296997,-0.0668511837720871
2.0,-0.26811739802360535,-0.22618712484836578,-0.02432069182395935,0.0029738396406173706,-0.06637771427631378
2.033333333333333,-0.26900580525398254,-0.110976442694664,-0.022510796785354614,0.00016103684902191162,-0.066001757979393
2.066666666666667,-0.26388469338417053,-0.0006965547800064087,-0.02406151592731476,0.0034818947315216064,-0.08172537386417389
2.1,-0.2587469816207886,0.009990319609642029,-0.021891966462135315,0.008403047919273376,-0.08191634714603424
2.1333333333333333,-0.25839951634407043,0.026060566306114197,-0.016298025846481323,-0.23935566842556,-0.0978124588727951
2.1666666666666665,-0.25780561566352844,0.03770798444747925,-0.014365598559379578,-0.23883061110973358,-0.0973089188337326
2.2,-0.2580442428588867,0.03637270629405975,-0.010914638638496399,-0.23908363282680511,-0.09757830202579498
2.2333333333333334,-0.258022278547287,0.038607075810432434,-0.0028010010719299316,-0.23906387388706207,-0.10817618668079376
2.2666666666666666,-0.2579840123653412,0.0443045049905777,0.003395587205886841,-0.23903147876262665,-0.11341588199138641
2.3,-0.2576427459716797,0.04629337787628174,-0.265105277299881,-0.23875926434993744,-0.11540649831295013
2.3333333333333335,-0.06720888614654541,0.044614940881729126,-0.26500648260116577,-0.24081532657146454,-0.11994142830371857
2.3666666666666667,-0.02301609516143799,0.04230286180973053,-0.265433669090271,-0.2405107468366623,-0.11382775008678436
2.4,-0.00835283100605011,0.0375073105096817,-0.2812311053276062,-0.23902694880962372,-0.11354617774486542
2.433333333333333,-0.036717772483825684,0.037251025438308716,-0.2800569534301758,-0.2384708970785141,-0.11316420137882233
2.466666666666667,-0.03420908749103546,0.042168259620666504,-0.26502761244773865,-0.23849229514598846,-0.09869600832462311
2.5,-0.25613126158714294,0.05164279043674469,-0.2634877860546112,-0.2369956523180008,-0.08076108992099762
2.533333333333333,-0.2707509994506836,0.044011831283569336,-0.24755284190177917,-0.2361581176519394,-0.08969391882419586
2.566666666666667,-0.2692866325378418,0.03436054289340973,-0.22038009762763977,-0.21927325427532196,-0.11130081117153168
2.6,-0.26669278740882874,-0.12868769466876984,-0.009648308157920837,-0.21695531904697418,-0.10888533294200897
2.6333333333333333,-0.2377878725528717,-0.21805499494075775,-0.009890452027320862,-0.21541662514209747,-0.07733170688152313
2.6666666666666665,-0.23275688290596008,-0.22770895063877106,-0.023678958415985107,-0.22950579226016998,-0.06841634213924408
